pre	post	type	synapses
URYDL	BWM-DL01	chemical	1
URYDL	BWM-VL02	chemical	1
URYDL	IL1DL	chemical	2
URYDL	RIBL	chemical	3
URYDL	RMDDR	chemical	6
URYDL	RMDVL	chemical	10
URYDL	SMDDR	chemical	2
URYDR	AVEL	chemical	3
URYDR	BWM-DR01	chemical	1
URYDR	BWM-DR03	chemical	2
URYDR	IL1DR	chemical	2
URYDR	OLQDR	chemical	1
URYDR	RIBR	chemical	2
URYDR	RMDDL	chemical	2
URYDR	RMDVR	chemical	4
URYDR	SMDDL	chemical	4
URYVL	AVBR	chemical	1
URYVL	AVER	chemical	6
URYVL	IL1VL	chemical	4
URYVL	RIBL	chemical	3
URYVL	RMDDL	chemical	8
URYVL	RMDVR	chemical	3
URYVL	SIBVR	chemical	1
URYVL	SMDVR	chemical	4
URYVR	AVEL	chemical	4
URYVR	IL1VR	chemical	2
URYVR	RIBR	chemical	2
URYVR	RMDDR	chemical	9
URYVR	RMDVL	chemical	3
URYVR	SMDVL	chemical	2
