pre	post	type	synapses
IL1DR	BWM-DR01	chemical	1
IL1DR	BWM-DR02	chemical	2
IL1DR	BWM-DR04	chemical	1
IL1DR	IL1R	electrical	1
IL1DR	OLLR	electrical	1
IL1DR	RIPR	chemical	2
IL1DR	RMDVR	chemical	3
IL1DR	URYDR	electrical	2
IL1L	BWM-DL01	chemical	1
IL1L	BWM-DL02	chemical	9
IL1L	BWM-VL02	chemical	9
IL1L	BWM-VL04	chemical	2
IL1L	IL1VL	electrical	1
IL1L	RMDDL	chemical	4
IL1L	RMDDR	chemical	2
IL1L	RMDL	chemical	3
IL1L	RMDR	chemical	1
IL1L	RMDVL	chemical	3
IL1L	RMDVR	chemical	1
IL1L	URAVL	chemical	1
IL1R	BWM-DR02	chemical	5
IL1R	BWM-DR04	chemical	2
IL1R	BWM-VR02	chemical	5
IL1R	IL1DR	chemical	1
IL1R	IL1VR	electrical	1
IL1R	OLLR	chemical	1
IL1R	RMDDL	chemical	1
IL1R	RMDDR	chemical	4
IL1R	RMDVL	chemical	1
IL1R	RMDVR	chemical	3
IL1R	RMHL	chemical	1
IL1R	RMHR	chemical	3
IL1R	URAVR	chemical	1
IL1VL	BWM-VL01	chemical	2
IL1VL	BWM-VL02	chemical	3
IL1VL	IL1VR	electrical	1
IL1VL	RIPL	chemical	2
IL1VL	RMDDL	chemical	4
IL1VL	RMED	electrical	1
IL1VL	URAVL	chemical	1
IL1VR	BWM-VR01	chemical	2
IL1VR	BWM-VR02	chemical	3
IL1VR	IL1VR	electrical	1
IL1VR	PVR	electrical	1
IL1VR	RIPR	chemical	4
IL1VR	RMDDR	chemical	5
IL1VR	RMED	electrical	1
IL1VR	RMER	chemical	2
IL2DL	IL1DL	chemical	2
IL2DL	RICL	chemical	1
IL2DL	RIH	chemical	1
IL2DL	RIPL	chemical	8
IL2DL	RMED	chemical	1
IL2DL	RMEL	chemical	4
IL2DL	RMER	chemical	3
IL2DL	URADL	chemical	2
IL2DR	GLRDR	chemical	1
IL2DR	IL1DR	chemical	1
IL2DR	IL2R	electrical	1
IL2DR	RIH	chemical	1
IL2DR	RIPL	chemical	1
IL2DR	RIPR	chemical	9
IL2DR	RMEL	chemical	3
IL2DR	RMER	chemical	2
IL2DR	RMEV	chemical	1
IL2DR	URADR	chemical	4
IL2L	ADEL	chemical	1
IL2L	IL1L	chemical	1
IL2L	IL2VL	chemical	1
IL2L	OLLL	chemical	1
IL2L	OLQDL	chemical	1
IL2L	OLQVL	chemical	3
IL2L	RIH	chemical	4
IL2L	RMDR	chemical	3
IL2L	RMGL	electrical	2
IL2L	URAVL	chemical	1
IL2L	URBL	electrical	1
IL2L	URXL	electrical	2
IL2R	OLQDR	chemical	4
IL2R	OLQVR	chemical	2
IL2R	RIH	chemical	5
IL2R	RMDL	chemical	2
IL2R	RMGR	electrical	2
IL2R	RMHL	chemical	1
IL2R	RMHR	chemical	1
IL2R	URXR	electrical	2
IL2VL	IL1VL	chemical	1
IL2VL	RIAL	chemical	1
IL2VL	RIH	chemical	1
IL2VL	RIPL	chemical	7
IL2VL	RMED	chemical	2
IL2VL	RMEL	chemical	5
IL2VL	RMER	chemical	2
IL2VL	RMEV	chemical	3
IL2VL	URAVL	chemical	4
IL2VL	URXL	chemical	1
IL2VR	BAGL	chemical	2
IL2VR	CEPVR	chemical	1
IL2VR	RIAR	chemical	1
IL2VR	RIH	chemical	1
IL2VR	RIPR	chemical	4
IL2VR	RMED	chemical	1
IL2VR	RMEL	chemical	2
IL2VR	RMER	chemical	3
IL2VR	RMEV	chemical	2
IL2VR	URAVR	chemical	2
OLLL	AVER	chemical	21
OLLL	CEPDL	chemical	4
OLLL	CEPVL	chemical	4
OLLL	OLLR	electrical	3
OLLL	OLQDL	electrical	1
OLLL	OLQVL	electrical	1
OLLL	RIBL	chemical	13
OLLL	RIGL	electrical	2
OLLL	RMDDL	chemical	8
OLLL	RMDR	chemical	1
OLLL	RMDVL	chemical	8
OLLL	RMEV	chemical	1
OLLL	SMDDR	chemical	4
OLLL	SMDVL	chemical	1
OLLL	SMDVR	chemical	3
OLLL	URYVL	chemical	1
OLLR	AVEL	chemical	18
OLLR	CEPDR	chemical	3
OLLR	CEPVR	chemical	6
OLLR	OLQDR	electrical	1
OLLR	OLQVR	electrical	1
OLLR	RIBR	chemical	9
OLLR	RIGR	electrical	1
OLLR	RMDDR	chemical	5
OLLR	RMDL	chemical	1
OLLR	RMDVR	chemical	7
OLLR	RMDVR	electrical	1
OLLR	RMER	chemical	1
OLLR	SMDDL	chemical	4
OLLR	SMDVL	chemical	4
OLQDL	IL2L	chemical	2
OLQDL	RIBL	electrical	1
OLQDL	RICL	chemical	1
OLQDL	RICR	chemical	1
OLQDL	RIGL	electrical	1
OLQDL	RIH	electrical	2
OLQDL	RMDDR	chemical	2
OLQDL	RMDVL	electrical	1
OLQDL	RMED	chemical	1
OLQDL	SIBVL	chemical	2
OLQDL	URADL	chemical	1
OLQDL	URBL	electrical	1
OLQDR	IL2R	chemical	2
OLQDR	RIBR	electrical	1
OLQDR	RICL	chemical	1
OLQDR	RICR	chemical	1
OLQDR	RIGR	electrical	1
OLQDR	RIH	electrical	1
OLQDR	RMDDL	chemical	1
OLQDR	RMDVR	electrical	1
OLQDR	SIBVR	chemical	1
OLQDR	URBR	electrical	1
OLQVL	IL2L	chemical	1
OLQVL	RIBL	electrical	1
OLQVL	RICL	chemical	1
OLQVL	RIGL	electrical	2
OLQVL	RMDVR	chemical	3
OLQVL	SIBDL	chemical	3
OLQVL	URBL	electrical	3
OLQVR	IL2R	chemical	2
OLQVR	RIBR	electrical	2
OLQVR	RICR	chemical	1
OLQVR	RIGR	electrical	2
OLQVR	RIH	electrical	1
OLQVR	RMDVL	chemical	4
OLQVR	SIBDR	chemical	4
OLQVR	URBR	electrical	1
PVCL	ADEL	chemical	1
PVCL	AVAL	chemical	5
PVCL	AVAR	chemical	1
PVCL	AVBL	chemical	1
PVCL	AVBR	chemical	5
PVCL	AVER	chemical	1
PVCL	DVA	chemical	1
PVCL	RID	chemical	1
PVCR	ADAR	chemical	1
PVCR	AQR	chemical	2
PVCR	AVAL	chemical	1
PVCR	AVAR	chemical	2
PVCR	AVBL	chemical	1
PVCR	AVDL	chemical	2
PVCR	AVER	chemical	2
PVPL	AQR	chemical	3
PVPL	AVAL	chemical	3
PVPL	AVAR	chemical	2
PVPL	AVBL	chemical	3
PVPL	AVBR	chemical	2
PVPL	AVFR	chemical	1
PVPL	PVCL	chemical	3
PVPL	PVPR	electrical	1
PVPL	RIGL	chemical	1
PVPL	SAADL	chemical	1
PVPL	URXL	chemical	1
PVPR	AQR	chemical	4
PVPR	ASHR	chemical	1
PVPR	AVBL	chemical	2
PVPR	AVBR	chemical	4
PVPR	AVJL	chemical	2
PVPR	DVA	chemical	1
PVPR	PVCR	chemical	5
PVPR	RIS	chemical	1
PVPR	SMBDR	chemical	1
PVPR	URXR	chemical	1
PVQL	AIAL	chemical	6
PVQL	AIML	chemical	1
PVQL	ASJL	chemical	2
PVQL	ASKL	chemical	5
PVQL	AVFL	chemical	1
PVQL	AWAL	chemical	1
PVQR	AIAR	chemical	7
PVQR	AIMR	chemical	1
PVQR	ASHR	chemical	1
PVQR	ASJR	chemical	1
PVQR	ASKR	chemical	6
PVQR	CEPshVR	chemical	2
PVR	AVBL	chemical	4
PVR	AVBR	chemical	9
PVR	AVJL	chemical	5
PVR	CEPVL	chemical	1
PVR	IL1DL	chemical	1
PVR	IL1DR	chemical	2
PVR	IL1VL	chemical	2
PVR	IL1VR	chemical	2
PVR	RIPL	chemical	7
PVR	RIPR	chemical	7
PVR	RIPR	electrical	1
PVR	RIVR	chemical	1
PVR	SIBVL	chemical	1
PVR	URADL	chemical	1
PVR	URYVR	chemical	1
PVT	AIBL	chemical	2
PVT	AIBR	chemical	3
PVT	AVKL	chemical	9
PVT	AVKR	chemical	8
PVT	AVL	chemical	2
PVT	DVC	chemical	4
PVT	IL1VL	chemical	1
PVT	IL2VL	chemical	1
PVT	IL2VR	chemical	1
PVT	RIBR	electrical	1
PVT	RIGL	chemical	2
PVT	RIGR	chemical	2
PVT	RIH	chemical	1
PVT	SMBDR	chemical	1
PVT	URAVL	chemical	1
PVT	URAVR	chemical	1
PVT	URYVL	chemical	1
RIAL	CEPDL	chemical	3
RIAL	CEPVL	chemical	5
RIAL	RIAR	chemical	23
RIAL	RIAR	electrical	1
RIAL	RIVL	chemical	3
RIAL	RIVR	chemical	3
RIAL	RMDDL	chemical	15
RIAL	RMDDR	chemical	7
RIAL	RMDL	chemical	14
RIAL	RMDR	chemical	12
RIAL	RMDR	electrical	1
RIAL	RMDVL	chemical	17
RIAL	RMDVR	chemical	11
RIAL	RMHL	chemical	1
RIAL	SIADL	chemical	5
RIAL	SIADR	chemical	2
RIAL	SIAVR	chemical	6
RIAL	SMDDL	chemical	9
RIAL	SMDDR	chemical	13
RIAL	SMDVL	chemical	8
RIAL	SMDVR	chemical	14
RIAR	CEPDR	chemical	3
RIAR	CEPVL	chemical	1
RIAR	GLRVL	chemical	1
RIAR	RIAL	chemical	20
RIAR	RIVR	chemical	2
RIAR	RMDDL	chemical	10
RIAR	RMDDR	chemical	11
RIAR	RMDL	chemical	12
RIAR	RMDR	chemical	9
RIAR	RMDVL	chemical	7
RIAR	RMDVR	chemical	16
RIAR	SIADR	chemical	6
RIAR	SIAVL	chemical	7
RIAR	SMDDL	chemical	10
RIAR	SMDDR	chemical	5
RIAR	SMDVL	chemical	12
RIAR	SMDVR	chemical	12
RIBL	AIBR	chemical	3
RIBL	AIZL	chemical	1
RIBL	AUAL	chemical	1
RIBL	AVAL	chemical	1
RIBL	AVEL	chemical	2
RIBL	AVER	chemical	5
RIBL	BAGR	chemical	3
RIBL	DVA	chemical	1
RIBL	RIAL	chemical	2
RIBL	RIBL	electrical	1
RIBL	RIBR	electrical	3
RIBL	RIGL	electrical	1
RIBL	RIS	chemical	1
RIBL	RMDR	chemical	1
RIBL	SIADL	electrical	1
RIBL	SIAVL	electrical	1
RIBL	SIBDL	electrical	2
RIBL	SIBVL	electrical	1
RIBL	SIBVR	electrical	1
RIBL	SMDDL	chemical	1
RIBL	SMDDR	chemical	1
RIBL	SMDDR	electrical	1
RIBL	SMDVL	electrical	1
RIBL	SMDVR	chemical	2
RIBR	AIBL	chemical	3
RIBR	AIZR	chemical	1
RIBR	AUAR	chemical	1
RIBR	AVDL	chemical	1
RIBR	AVEL	chemical	6
RIBR	AVER	chemical	4
RIBR	BAGL	chemical	3
RIBR	RIAR	chemical	3
RIBR	RIGR	electrical	3
RIBR	RMDL	chemical	1
RIBR	SIADR	electrical	2
RIBR	SIAVR	electrical	1
RIBR	SIBDR	electrical	4
RIBR	SIBVL	electrical	1
RIBR	SIBVR	electrical	1
RIBR	SMDDL	chemical	1
RIBR	SMDDL	electrical	2
RIBR	SMDDR	electrical	1
RIBR	SMDVL	chemical	2
RIBR	SMDVL	electrical	1
RIBR	SMDVR	electrical	1
RIBR	URYDR	chemical	1
RIBR	URYVR	chemical	1
RIBR	URYVR	electrical	1
RICL	AIBR	chemical	1
RICL	AVAL	chemical	7
RICL	AVAR	chemical	3
RICL	BWM-VL04	chemical	1
RICL	CEPVL	chemical	1
RICL	RIML	chemical	1
RICL	RIMR	chemical	1
RICL	RMDL	chemical	1
RICL	RMDR	chemical	1
RICL	RMHL	chemical	1
RICL	SIBVR	chemical	1
RICL	SMBDR	chemical	3
RICL	SMDDR	chemical	3
RICR	ADAL	chemical	1
RICR	ADAR	chemical	1
RICR	AVAL	chemical	2
RICR	AVAR	chemical	8
RICR	RIML	chemical	2
RICR	RIMR	chemical	1
RICR	RMHL	chemical	1
RICR	RMHR	chemical	1
RICR	SAADR	chemical	1
RICR	SAAVR	chemical	2
RICR	SMDDL	chemical	4
RICR	SMDDR	chemical	2
RICR	SMDVL	chemical	4
RICR	SMDVR	chemical	1
RIFL	ADAL	chemical	1
RIFL	ALML	chemical	1
RIFL	ASHL	chemical	2
RIFL	AVBL	chemical	10
RIFL	AVHL	chemical	2
RIFL	AVJR	chemical	2
RIFL	RIFR	electrical	1
RIFL	RIML	chemical	4
RIFL	SDQL	chemical	2
RIFR	ALMR	chemical	1
RIFR	AVBR	chemical	8
RIFR	AVJL	chemical	3
RIFR	AVJR	chemical	2
RIFR	PVPR	chemical	1
RIFR	RIMR	chemical	5
RIGL	AIBR	chemical	2
RIGL	AIZL	chemical	7
RIGL	AVEL	chemical	4
RIGL	AVER	chemical	1
RIGL	AVKR	chemical	3
RIGL	BAGR	chemical	3
RIGL	DVC	chemical	1
RIGL	OLQVL	chemical	1
RIGL	RIAL	chemical	1
RIGL	RIBL	chemical	3
RIGL	RIGR	electrical	3
RIGL	RIR	chemical	1
RIGL	RMEL	electrical	1
RIGL	RMGL	chemical	3
RIGL	URYDL	chemical	1
RIGL	URYDL	electrical	1
RIGL	URYVL	chemical	2
RIGL	URYVL	electrical	2
RIGR	AIBL	chemical	1
RIGR	AIZR	chemical	3
RIGR	AVER	chemical	2
RIGR	AVKL	chemical	4
RIGR	BAGL	chemical	1
RIGR	OLQVR	chemical	1
RIGR	RIBR	chemical	1
RIGR	RIGR	electrical	1
RIGR	RIML	chemical	1
RIGR	RIR	chemical	1
RIGR	RMGR	chemical	1
RIGR	RMHL	chemical	3
RIGR	RMHR	chemical	5
RIGR	URYDR	electrical	1
RIGR	URYVR	chemical	1
RIGR	URYVR	electrical	2
RIH	ADFR	chemical	1
RIH	AIZL	chemical	3
RIH	AIZR	chemical	5
RIH	AUAL	chemical	2
RIH	BAGL	chemical	2
RIH	BAGR	chemical	1
RIH	CEPDL	chemical	1
RIH	GLRDR	chemical	1
RIH	GLRL	chemical	1
RIH	GLRVL	chemical	1
RIH	GLRVR	chemical	1
RIH	IL2DL	chemical	1
RIH	IL2DR	chemical	1
RIH	IL2L	chemical	1
RIH	IL2VL	chemical	1
RIH	IL2VR	chemical	1
RIH	OLQDL	chemical	3
RIH	OLQDR	chemical	2
RIH	OLQVL	chemical	2
RIH	OLQVR	chemical	1
RIH	RIAL	chemical	8
RIH	RIAR	chemical	10
RIH	RIBL	chemical	4
RIH	RIBR	chemical	4
RIH	RIPL	chemical	7
RIH	RIPR	chemical	5
RIH	RIR	chemical	1
RIH	URYVR	chemical	1
RIML	AIBR	chemical	2
RIML	AVBL	chemical	1
RIML	AVBR	chemical	2
RIML	BWM-DR04	chemical	1
RIML	BWM-DR06	chemical	1
RIML	BWM-VR04	chemical	1
RIML	BWM-VR06	chemical	1
RIML	RIBL	chemical	2
RIML	RIBR	chemical	1
RIML	RIGL	chemical	1
RIML	RIVL	chemical	1
RIML	RMDL	chemical	1
RIML	RMDR	chemical	3
RIML	SAAVL	chemical	2
RIML	SAAVR	chemical	3
RIML	SMDDL	chemical	4
RIML	SMDDR	chemical	3
RIML	SMDVL	chemical	5
RIML	SMDVR	chemical	1
RIMR	AIBL	chemical	3
RIMR	AVAL	chemical	1
RIMR	AVBL	chemical	4
RIMR	AVBR	chemical	1
RIMR	BWM-DL04	chemical	1
RIMR	BWM-DL06	chemical	2
RIMR	RIBL	chemical	4
RIMR	RIBR	chemical	4
RIMR	RIS	electrical	1
RIMR	RMDL	chemical	4
RIMR	RMDR	chemical	3
RIMR	RMEV	chemical	1
RIMR	SAADL	chemical	3
RIMR	SAADR	chemical	1
RIMR	SAAVL	chemical	3
RIMR	SAAVR	chemical	2
RIMR	SIADL	chemical	1
RIMR	SIADR	chemical	1
RIMR	SMDDL	chemical	1
RIMR	SMDDR	chemical	5
RIMR	SMDVL	chemical	1
RIMR	SMDVR	chemical	5
RIR	AIZL	chemical	4
RIR	AIZR	chemical	5
RIR	AQR	chemical	1
RIR	AUAL	chemical	1
RIR	AVER	chemical	2
RIR	DVA	chemical	3
RIR	RIAL	chemical	5
RIR	RIAR	chemical	8
RIR	RIGL	chemical	1
RIR	RIH	chemical	1
RIR	RIR	electrical	1
RIR	URXL	chemical	5
RIR	URXR	chemical	5
RIS	AVEL	chemical	6
RIS	AVER	chemical	6
RIS	AVKL	chemical	3
RIS	AVKR	chemical	3
RIS	AVL	chemical	2
RIS	CEPDL	chemical	2
RIS	CEPDR	chemical	1
RIS	CEPVL	chemical	2
RIS	CEPVR	chemical	2
RIS	OLLR	chemical	1
RIS	RIBL	chemical	2
RIS	RIBR	chemical	3
RIS	RIML	chemical	3
RIS	RIMR	chemical	4
RIS	RMDL	chemical	4
RIS	SMDDL	chemical	1
RIS	SMDDR	chemical	1
RIVL	GLRVR	chemical	1
RIVL	RIAL	chemical	1
RIVL	RIAR	chemical	4
RIVL	RIS	chemical	1
RIVL	RIVR	electrical	1
RIVL	RMDDR	chemical	3
RIVL	RMDVL	chemical	1
RIVL	SAADR	chemical	4
RIVL	SAADR	electrical	1
RIVL	SDQR	electrical	1
RIVL	SIAVR	chemical	1
RIVL	SMDDL	chemical	2
RIVL	SMDDR	chemical	1
RIVL	SMDVL	chemical	2
RIVR	BWM-VL05	chemical	2
RIVR	BWM-VL06	chemical	1
RIVR	BWM-VL07	chemical	1
RIVR	BWM-VL08	chemical	1
RIVR	GLRVL	chemical	2
RIVR	RIAL	chemical	1
RIVR	RIAR	chemical	2
RIVR	RIMR	chemical	1
RIVR	RMDDL	chemical	1
RIVR	RMDR	chemical	1
RIVR	SAADL	chemical	3
RIVR	SIAVL	chemical	2
RIVR	SMDDL	chemical	4
RMDDL	BWM-DR01	chemical	5
RMDDL	BWM-DR02	chemical	3
RMDDL	BWM-DR03	chemical	3
RMDDL	BWM-DR04	chemical	4
RMDDL	BWM-DR05	chemical	2
RMDDL	IL1R	chemical	1
RMDDL	RMDDR	chemical	1
RMDDL	RMDDR	electrical	1
RMDDL	RMDL	electrical	2
RMDDL	RMDVR	chemical	9
RMDDL	SAADL	electrical	2
RMDDL	SMDDL	electrical	2
RMDDR	BWM-DL01	chemical	4
RMDDR	BWM-DL02	chemical	5
RMDDR	BWM-DL03	chemical	5
RMDDR	BWM-DL04	chemical	5
RMDDR	BWM-DL05	chemical	1
RMDDR	BWM-DR03	chemical	1
RMDDR	BWM-DR05	chemical	1
RMDDR	RMDDL	chemical	1
RMDDR	RMDVL	chemical	9
RMDDR	RMDVL	electrical	1
RMDDR	RMDVR	electrical	1
RMDDR	RMER	chemical	1
RMDDR	SAADR	electrical	2
RMDL	BWM-DR04	chemical	1
RMDL	BWM-VR02	chemical	1
RMDL	BWM-VR04	chemical	2
RMDL	IL1R	chemical	2
RMDL	IL2R	chemical	1
RMDL	RIAL	chemical	8
RMDL	RIAR	chemical	5
RMDL	RMDDL	chemical	1
RMDL	RMDR	chemical	7
RMDL	RMDVL	chemical	1
RMDL	RMDVL	electrical	1
RMDL	RMDVR	chemical	1
RMDL	RMGR	chemical	1
RMDL	RMHL	chemical	2
RMDL	SMDDL	electrical	1
RMDR	BWM-DL02	chemical	1
RMDR	BWM-DL04	chemical	1
RMDR	BWM-VL02	chemical	3
RMDR	BWM-VL04	chemical	3
RMDR	CEPVL	chemical	1
RMDR	IL1L	chemical	1
RMDR	IL2L	chemical	1
RMDR	RIAL	chemical	5
RMDR	RIAR	chemical	8
RMDR	RMDDR	chemical	2
RMDR	RMDL	chemical	9
RMDR	RMDVL	chemical	2
RMDR	RMDVR	electrical	1
RMDR	RMER	chemical	1
RMDR	SIAVL	chemical	2
RMDR	SIBDL	chemical	1
RMDR	SMDVR	chemical	1
RMDVL	BWM-VL01	chemical	1
RMDVL	BWM-VR01	chemical	4
RMDVL	BWM-VR02	chemical	7
RMDVL	BWM-VR03	chemical	5
RMDVL	BWM-VR04	chemical	7
RMDVL	RMDDR	chemical	10
RMDVL	RMDVR	chemical	2
RMDVL	SAAVL	electrical	2
RMDVL	SMDVL	electrical	1
RMDVR	BWM-VL01	chemical	5
RMDVR	BWM-VL02	chemical	6
RMDVR	BWM-VL03	chemical	4
RMDVR	BWM-VL04	chemical	10
RMDVR	BWM-VL06	chemical	1
RMDVR	BWM-VR01	chemical	1
RMDVR	BWM-VR03	chemical	3
RMDVR	BWM-VR05	chemical	2
RMDVR	RMDDL	chemical	10
RMDVR	RMDVL	chemical	1
RMDVR	SAADL	electrical	1
RMDVR	SAAVR	electrical	4
RMDVR	SMBVL	chemical	1
RMDVR	SMDVR	electrical	3
RMED	BWM-VL01	chemical	7
RMED	BWM-VL03	chemical	2
RMED	BWM-VR01	chemical	7
RMED	BWM-VR03	chemical	2
RMED	RMDVL	chemical	1
RMED	RMDVR	chemical	3
RMED	SMDDL	chemical	2
RMED	SMDDR	chemical	2
RMED	SMDDR	electrical	1
RMEL	BWM-DR02	chemical	9
RMEL	BWM-VR02	chemical	8
RMEL	GLRVR	chemical	1
RMEL	IL1R	chemical	1
RMER	BWM-DL02	chemical	14
RMER	BWM-VL02	chemical	11
RMER	BWM-VL04	chemical	2
RMER	IL1L	chemical	1
RMER	URADL	chemical	1
RMEV	BWM-DL01	chemical	6
RMEV	BWM-DL03	chemical	4
RMEV	BWM-DR01	chemical	5
RMEV	BWM-DR03	chemical	4
RMEV	RMDDL	chemical	5
RMEV	RMDDR	chemical	2
RMEV	RMER	chemical	1
RMEV	SMDDR	chemical	1
RMEV	SMDVR	chemical	1
RMGL	ADAL	chemical	1
RMGL	ASHL	chemical	1
RMGL	AVBL	chemical	1
RMGL	AVBR	chemical	1
RMGL	AVKR	chemical	2
RMGL	BWM-DL06	chemical	1
RMGL	BWM-DL08	chemical	1
RMGL	BWM-VL04	chemical	1
RMGL	BWM-VL06	chemical	1
RMGL	RIGL	chemical	2
RMGL	RMDL	chemical	4
RMGL	RMDR	chemical	3
RMGL	RMDVL	chemical	1
RMGL	RMGL	electrical	1
RMGL	RMHL	electrical	2
RMGL	RMHR	electrical	1
RMGL	SAADL	chemical	1
RMGL	SAADR	chemical	1
RMGL	SIAVL	chemical	1
RMGL	SMBVL	chemical	1
RMGL	URXL	electrical	1
RMGR	ALNR	chemical	1
RMGR	AVBR	chemical	1
RMGR	AVJL	chemical	1
RMGR	BWM-DR06	chemical	1
RMGR	BWM-VR04	chemical	1
RMGR	BWM-VR06	chemical	2
RMGR	BWM-VR08	chemical	2
RMGR	RMDL	chemical	6
RMGR	RMDR	chemical	4
RMGR	RMDVR	chemical	3
RMGR	RMHL	chemical	1
RMGR	RMHL	electrical	2
RMGR	RMHR	chemical	1
RMGR	SAADL	chemical	1
RMGR	SIBDR	chemical	2
RMGR	SIBVR	chemical	1
RMGR	SMDDR	electrical	1
RMGR	URXR	electrical	1
RMHL	BWM-DR02	chemical	3
RMHL	BWM-DR04	chemical	1
RMHL	BWM-VR02	chemical	5
RMHL	BWM-VR04	chemical	5
RMHL	RMDL	chemical	1
RMHL	RMDR	chemical	3
RMHL	RMGR	chemical	1
RMHL	RMHR	chemical	1
RMHR	BWM-DR02	chemical	5
RMHR	BWM-DR04	chemical	3
RMHR	BWM-VR02	chemical	1
RMHR	BWM-VR04	chemical	1
RMHR	RMDDL	chemical	1
RMHR	RMDR	chemical	1
RMHR	RMHL	chemical	1
SAADL	AVAL	chemical	6
SAADL	RIML	chemical	3
SAADL	RIMR	chemical	6
SAADL	SMBDL	electrical	2
SAADL	SMDVR	chemical	3
SAADR	AVAR	chemical	5
SAADR	RIML	chemical	3
SAADR	RIMR	chemical	4
SAADR	SMBDR	electrical	1
SAAVL	AVAL	chemical	11
SAAVL	RIAR	chemical	1
SAAVL	RIML	chemical	6
SAAVL	RIMR	chemical	7
SAAVL	SAADR	chemical	2
SAAVL	SMBVR	electrical	4
SAAVL	SMDDR	chemical	2
SAAVR	AVAR	chemical	13
SAAVR	RIML	chemical	7
SAAVR	RIMR	chemical	6
SAAVR	SMBVL	electrical	4
SAAVR	SMDDL	chemical	2
SDQL	RMHR	chemical	1
SDQL	SIBVR	chemical	1
SDQR	AVBL	chemical	2
SDQR	PVR	chemical	2
SDQR	RICL	chemical	1
SDQR	SDQR	electrical	1
SDQR	SIBVL	chemical	1
SIADL	SIADR	electrical	1
SIBDL	SIBVL	electrical	1
SIBDR	SIBVR	electrical	1
SMBDL	ADAL	chemical	1
SMBDL	ADAR	chemical	1
SMBDL	AVBR	chemical	1
SMBDL	BWM-DR01	chemical	2
SMBDL	BWM-DR02	chemical	1
SMBDL	BWM-DR03	chemical	3
SMBDL	BWM-DR04	chemical	1
SMBDL	BWM-DR05	chemical	1
SMBDL	CEPshDR	chemical	1
SMBDL	RMDDL	chemical	1
SMBDL	RMED	chemical	2
SMBDL	SAAVR	chemical	4
SMBDL	SIBDL	chemical	1
SMBDR	ADAL	chemical	1
SMBDR	AVBL	chemical	1
SMBDR	BWM-DL01	chemical	4
SMBDR	BWM-DL02	chemical	2
SMBDR	BWM-DL03	chemical	6
SMBDR	BWM-DL04	chemical	3
SMBDR	BWM-DL05	chemical	2
SMBDR	GLRDL	chemical	2
SMBDR	RMDVR	chemical	1
SMBDR	RMED	chemical	1
SMBDR	SAAVL	chemical	4
SMBDR	SAAVR	chemical	1
SMBVL	BWM-VL01	chemical	2
SMBVL	BWM-VL02	chemical	3
SMBVL	BWM-VL03	chemical	2
SMBVL	BWM-VL04	chemical	3
SMBVL	BWM-VL05	chemical	1
SMBVL	BWM-VL07	chemical	1
SMBVL	GLRL	chemical	2
SMBVL	RIH	chemical	1
SMBVL	RMEV	chemical	2
SMBVL	RMFL	chemical	1
SMBVL	SAADL	chemical	9
SMBVL	SAAVR	chemical	1
SMBVL	SIBDL	chemical	2
SMBVR	BWM-VR01	chemical	3
SMBVR	BWM-VR02	chemical	1
SMBVR	BWM-VR03	chemical	5
SMBVR	BWM-VR04	chemical	1
SMBVR	BWM-VR05	chemical	1
SMBVR	BWM-VR06	chemical	1
SMBVR	CEPVR	chemical	2
SMBVR	RMEV	chemical	1
SMBVR	SAADR	chemical	7
SMBVR	SIAVR	chemical	1
SMDDL	BWM-DR01	chemical	1
SMDDL	BWM-DR03	chemical	2
SMDDL	BWM-DR04	chemical	1
SMDDL	BWM-DR05	chemical	2
SMDDL	BWM-DR06	chemical	1
SMDDL	CEPDR	chemical	1
SMDDL	RIAL	chemical	3
SMDDL	RIAR	chemical	4
SMDDL	RIML	chemical	1
SMDDL	SMDDR	electrical	2
SMDDL	SMDVR	chemical	1
SMDDR	BWM-DL01	chemical	2
SMDDR	BWM-DL03	chemical	3
SMDDR	BWM-DL04	chemical	1
SMDDR	BWM-DL05	chemical	2
SMDDR	BWM-DL06	chemical	1
SMDDR	BWM-DR01	chemical	1
SMDDR	BWM-DR03	chemical	1
SMDDR	CEPDL	chemical	2
SMDDR	RIAL	chemical	4
SMDDR	RIAR	chemical	4
SMDDR	RIMR	chemical	1
SMDDR	RMDL	chemical	1
SMDDR	RMEV	chemical	1
SMDDR	SMDVL	chemical	4
SMDVL	BWM-VR01	chemical	1
SMDVL	BWM-VR03	chemical	2
SMDVL	BWM-VR04	chemical	1
SMDVL	BWM-VR06	chemical	1
SMDVL	CEPVR	chemical	3
SMDVL	RIAL	chemical	5
SMDVL	RIAR	chemical	5
SMDVL	RMDL	chemical	1
SMDVL	SMDDR	chemical	1
SMDVR	BWM-VL01	chemical	1
SMDVR	BWM-VL03	chemical	1
SMDVR	BWM-VL05	chemical	1
SMDVR	BWM-VR01	chemical	1
SMDVR	RIAL	chemical	4
SMDVR	RIAR	chemical	3
SMDVR	SMDDL	chemical	2
URADL	BWM-DL01	chemical	4
URADL	BWM-DL02	chemical	3
URADL	BWM-DL03	chemical	1
URADL	RIPL	chemical	4
URADL	RMED	chemical	2
URADL	RMEL	chemical	3
URADL	RMEV	chemical	1
URADR	BWM-DR01	chemical	5
URADR	BWM-DR02	chemical	5
URADR	IL1DR	chemical	2
URADR	RIPR	chemical	6
URADR	RMED	chemical	1
URADR	RMER	chemical	2
