pre	post	type	synapses
RIBL	SMDDR	electrical	1
RIBL	SMDVL	electrical	1
RIBL	SMDVR	chemical	1
RIBL	SMDVR	electrical	1
RIBR	AIBL	chemical	1
RIBR	AIZR	chemical	1
RIBR	AVAR	chemical	1
RIBR	AVDR	chemical	1
RIBR	AVEL	chemical	4
RIBR	AVER	chemical	2
RIBR	BAGL	chemical	3
RIBR	OLQVR	chemical	1
RIBR	RIAR	chemical	3
RIBR	RIBR	electrical	1
RIBR	RID	chemical	1
RIBR	RIGR	electrical	1
RIBR	RIS	chemical	2
RIBR	RMDL	electrical	1
RIBR	SIADR	electrical	1
RIBR	SIAVR	electrical	1
RIBR	SIBDR	electrical	1
RIBR	SIBVL	electrical	1
RIBR	SIBVR	electrical	1
RIBR	SMDDL	chemical	1
RIBR	SMDDL	electrical	1
RIBR	SMDVL	chemical	3
RIBR	SMDVL	electrical	1
RIBR	URYVR	chemical	2
RICL	ADAL	chemical	1
RICL	ADAR	chemical	1
RICL	AVAL	chemical	5
RICL	AVAR	chemical	2
RICL	RMHL	chemical	1
RICL	RMHR	chemical	1
RICL	SMBDL	chemical	2
RICL	SMDDR	chemical	1
RICL	SMDVL	chemical	1
RICL	SMDVR	chemical	1
RICR	ADAL	chemical	1
RICR	ADAR	chemical	1
RICR	AVAL	chemical	4
RICR	AVAR	chemical	4
RICR	RIVL	chemical	1
RICR	RMHL	chemical	3
RICR	RMHR	chemical	1
RICR	SMBDR	chemical	2
RICR	SMDDL	chemical	4
RICR	SMDDR	chemical	2
RICR	SMDVL	chemical	1
RIFL	ADAL	chemical	1
RIFL	ALML	chemical	1
RIFL	ASHL	chemical	1
RIFL	AVBL	chemical	5
RIFL	AVBR	chemical	1
RIFL	AVJL	chemical	1
RIFL	AVJR	chemical	3
RIFL	BDUL	chemical	1
RIFL	PVCR	chemical	1
RIFL	PVPL	chemical	2
RIFL	RIML	chemical	2
RIFR	ASHR	chemical	1
RIFR	AVBR	chemical	4
RIFR	AVJL	chemical	1
RIFR	BDUL	chemical	1
RIFR	BDUR	chemical	2
RIFR	RIMR	chemical	1
RIGL	ADEL	chemical	1
RIGL	AIBR	chemical	3
RIGL	AIZL	chemical	3
RIGL	AVEL	chemical	2
RIGL	AVER	chemical	3
RIGL	AVHR	chemical	1
RIGL	AVKL	chemical	2
RIGL	AVKR	chemical	2
RIGL	BAGR	chemical	2
RIGL	DVC	chemical	1
RIGL	OLQVL	chemical	2
RIGL	RIBL	chemical	2
RIGL	RIGR	electrical	1
RIGL	RIR	chemical	2
RIGL	RMGL	chemical	1
RIGL	URYDL	electrical	1
RIGL	URYVL	chemical	3
RIGL	URYVL	electrical	1
RIGR	AIBL	chemical	2
RIGR	AIZR	chemical	2
RIGR	AVEL	chemical	1
RIGR	AVER	chemical	3
RIGR	AVKL	chemical	3
RIGR	BAGL	chemical	3
RIGR	DVC	chemical	2
RIGR	OLQVR	chemical	1
RIGR	RIAR	chemical	1
RIGR	RIBR	chemical	2
RIGR	RIR	chemical	1
RIGR	RMGR	chemical	1
RIGR	RMHL	chemical	1
RIGR	URXR	chemical	1
RIGR	URYDR	electrical	1
RIGR	URYVR	chemical	1
RIGR	URYVR	electrical	1
RIH	AIZR	chemical	1
RIH	CEPDL	chemical	2
RIH	CEPDR	chemical	1
RIH	CEPshDR	chemical	1
RIH	GLRDL	chemical	1
RIH	GLRDR	chemical	1
RIH	IL2DL	chemical	3
RIH	IL2DR	chemical	1
RIH	IL2L	chemical	2
RIH	OLQDL	chemical	3
RIH	OLQDR	chemical	3
RIH	OLQVL	chemical	2
RIH	OLQVR	chemical	1
RIH	RIAL	chemical	1
RIH	RIAR	chemical	1
RIH	RIBL	chemical	1
RIH	RIPL	chemical	4
RIH	RIPR	chemical	4
RIH	RMED	chemical	1
RIML	AIBR	chemical	1
RIML	AVBL	chemical	1
RIML	AVBR	chemical	3
RIML	BWM-DR04	chemical	2
RIML	BWM-DR06	chemical	1
RIML	BWM-VR04	chemical	1
RIML	BWM-VR06	chemical	1
RIML	RIBL	chemical	4
RIML	RIBR	chemical	2
RIML	RIGL	chemical	1
RIML	RIS	chemical	2
RIML	RMDR	chemical	3
RIML	SAADR	chemical	1
RIML	SAAVL	chemical	3
RIML	SAAVR	chemical	3
RIML	SIADL	chemical	2
RIML	SMDDL	chemical	6
RIML	SMDDR	chemical	1
RIML	SMDVL	chemical	3
RIML	SMDVR	chemical	1
RIMR	AIBL	chemical	4
RIMR	AVBL	chemical	3
RIMR	BWM-DL04	chemical	1
RIMR	BWM-DL06	chemical	1
RIMR	BWM-VL04	chemical	1
RIMR	BWM-VL06	chemical	1
RIMR	RIBR	chemical	4
RIMR	RIGR	chemical	1
RIMR	RIS	chemical	1
RIMR	RMDL	chemical	4
RIMR	SAADR	chemical	1
RIMR	SAAVR	chemical	1
RIMR	SMDDL	chemical	1
RIMR	SMDDR	chemical	3
RIMR	SMDVL	chemical	2
RIMR	SMDVR	chemical	3
RIR	AIZL	chemical	4
RIR	AIZR	chemical	3
RIR	DVA	chemical	4
RIR	RIAL	chemical	2
RIR	RIAR	chemical	3
RIR	URXL	chemical	4
RIR	URXR	chemical	5
RIS	AVEL	chemical	4
RIS	AVER	chemical	7
RIS	AVKL	chemical	3
RIS	AVKR	chemical	2
RIS	CEPDR	chemical	1
RIS	CEPVL	chemical	2
RIS	CEPVR	chemical	1
RIS	RIBL	chemical	6
RIS	RIBR	chemical	3
RIS	RICR	chemical	1
RIS	RIML	chemical	3
RIS	RIMR	chemical	2
RIS	RMDR	chemical	1
RIS	SMDDR	chemical	1
RIS	URYDL	chemical	1
RIVL	BWM-VR05	chemical	3
RIVL	BWM-VR07	chemical	1
RIVL	GLRVR	chemical	2
RIVL	RIAL	chemical	4
RIVL	RIAR	chemical	2
RIVL	RIR	chemical	1
RIVL	RIVR	electrical	1
RIVL	RMDDR	chemical	3
RIVL	RMDL	chemical	3
RIVL	SAADR	chemical	4
RIVL	SIAVR	chemical	2
RIVL	SMDDR	chemical	1
RIVL	SMDVL	chemical	1
RIVL	SMDVL	electrical	1
RIVR	BWM-VL07	chemical	2
RIVR	GLRVL	chemical	2
RIVR	RIAL	chemical	3
RIVR	RIAR	chemical	5
RIVR	RIR	chemical	1
RIVR	RMDDL	chemical	3
RIVR	RMDR	chemical	1
RIVR	SAADL	chemical	3
RIVR	SIAVL	chemical	1
RIVR	SMDDL	chemical	2
RIVR	SMDVR	chemical	1
RIVR	SMDVR	electrical	1
RMDDL	BWM-DL01	chemical	1
RMDDL	BWM-DL03	chemical	1
RMDDL	BWM-DR01	chemical	1
RMDDL	BWM-DR02	chemical	2
RMDDL	BWM-DR03	chemical	1
RMDDL	BWM-DR04	chemical	2
RMDDL	RMDDR	electrical	2
RMDDL	RMDL	electrical	3
RMDDL	RMDVR	chemical	3
RMDDL	SAADL	electrical	2
RMDDL	SMDDL	electrical	1
RMDDR	BWM-DL01	chemical	4
RMDDR	BWM-DL02	chemical	4
RMDDR	BWM-DL03	chemical	4
RMDDR	BWM-DL04	chemical	4
RMDDR	RMDR	electrical	1
RMDDR	RMDVL	chemical	5
RMDDR	SAADR	electrical	1
RMDDR	SMDDR	electrical	1
RMDL	AVEL	chemical	1
RMDL	BWM-DR06	chemical	1
RMDL	BWM-VR02	chemical	1
RMDL	IL1R	chemical	2
RMDL	OLLR	chemical	1
RMDL	RIAL	chemical	7
RMDL	RIAR	chemical	3
RMDL	RMDDR	chemical	2
RMDL	RMDR	chemical	8
RMDL	RMDVL	electrical	1
RMDL	RMDVR	chemical	2
RMDL	SMDDL	electrical	1
RMDR	AVER	chemical	1
RMDR	BWM-DL02	chemical	1
RMDR	BWM-DL04	chemical	1
RMDR	BWM-DL06	chemical	1
RMDR	BWM-VL02	chemical	2
RMDR	BWM-VL04	chemical	1
RMDR	IL1L	chemical	3
RMDR	OLLL	chemical	3
RMDR	RIAL	chemical	3
RMDR	RIAR	chemical	6
RMDR	RMDDL	chemical	3
RMDR	RMDL	chemical	6
RMDR	RMDVL	chemical	1
RMDR	RMDVR	chemical	2
RMDR	RMDVR	electrical	2
RMDR	SMDVR	electrical	1
RMDVL	BWM-VR01	chemical	2
RMDVL	BWM-VR02	chemical	3
RMDVL	BWM-VR03	chemical	1
RMDVL	BWM-VR04	chemical	1
RMDVL	RMDDR	chemical	5
RMDVL	RMDVR	electrical	1
RMDVL	SAAVL	electrical	1
RMDVL	SMDVL	electrical	1
RMDVR	BWM-VL01	chemical	3
RMDVR	BWM-VL02	chemical	4
RMDVR	BWM-VL03	chemical	2
RMDVR	BWM-VL04	chemical	1
RMDVR	RMDDL	chemical	6
RMDVR	SAAVR	electrical	2
RMDVR	SMDVR	electrical	1
RMED	BWM-VL01	chemical	4
RMED	BWM-VL03	chemical	3
RMED	BWM-VR01	chemical	6
RMED	BWM-VR03	chemical	4
RMED	RMDVL	chemical	1
RMED	RMDVR	chemical	3
RMED	RMER	chemical	1
RMED	SMDDL	chemical	2
RMED	SMDDR	chemical	2
RMEL	BWM-DR02	chemical	5
RMEL	BWM-VR02	chemical	4
RMER	BWM-DL02	chemical	9
RMER	BWM-VL02	chemical	7
RMEV	BWM-DL01	chemical	5
RMEV	BWM-DL03	chemical	1
RMEV	BWM-DR01	chemical	7
RMEV	BWM-DR03	chemical	5
RMEV	RMDDL	chemical	2
RMEV	RMDDR	chemical	1
RMEV	RMED	chemical	1
RMEV	SMDVL	chemical	2
RMEV	SMDVR	chemical	1
RMGL	AVER	chemical	1
RMGL	BWM-DL04	chemical	1
RMGL	BWM-DL06	chemical	1
RMGL	BWM-VL04	chemical	1
RMGL	BWM-VL06	chemical	1
RMGL	RMDL	chemical	3
RMGL	RMDR	chemical	4
RMGL	RMDVL	chemical	2
RMGL	RMHR	chemical	2
RMGL	SIBVL	chemical	3
RMGL	URXL	electrical	1
RMGR	BWM-VR06	chemical	1
RMGR	RMDL	chemical	3
RMGR	RMDR	chemical	2
RMGR	SIBDR	chemical	1
RMGR	URXR	electrical	2
RMHL	AVKL	chemical	1
RMHL	RIGR	chemical	1
RMHR	CEPDL	chemical	1
RMHR	RMDR	chemical	1
SAADL	AVAL	chemical	5
SAADL	RIML	chemical	7
SAADL	RIMR	chemical	4
SAADL	SMBDL	electrical	1
SAADL	SMDVR	chemical	4
SAADR	AVAR	chemical	3
SAADR	RIML	chemical	3
SAADR	RIMR	chemical	2
SAADR	SMBDR	electrical	1
SAADR	SMDVL	chemical	1
SAAVL	AVAL	chemical	5
SAAVL	RIML	chemical	1
SAAVL	RIMR	chemical	5
SAAVL	SMBVR	electrical	1
SAAVL	SMDDR	chemical	3
SAAVR	AVAR	chemical	4
SAAVR	RIML	chemical	5
SAAVR	RIMR	chemical	2
SAAVR	SMBVL	electrical	1
SAAVR	SMDDL	chemical	3
SDQR	AVBL	chemical	1
SDQR	BDUR	chemical	1
SDQR	DVA	chemical	1
SDQR	PVR	chemical	1
SDQR	RICL	chemical	1
SMBDL	ALNR	chemical	1
SMBDL	BWM-DR01	chemical	2
SMBDL	BWM-DR02	chemical	1
SMBDL	BWM-DR03	chemical	2
SMBDL	BWM-DR04	chemical	2
SMBDL	BWM-DR05	chemical	2
SMBDL	GLRR	chemical	1
SMBDL	RMED	chemical	2
SMBDL	SAAVR	chemical	6
SMBDR	ALNL	chemical	1
SMBDR	BWM-DL01	chemical	2
SMBDR	BWM-DL02	chemical	1
SMBDR	BWM-DL03	chemical	2
SMBDR	BWM-DL04	chemical	1
SMBDR	BWM-DL05	chemical	1
SMBDR	RMDDR	chemical	1
SMBDR	RMED	chemical	1
SMBDR	SAAVL	chemical	3
SMBDR	SIBDL	chemical	1
SMBVL	BWM-VL01	chemical	3
SMBVL	BWM-VL02	chemical	1
SMBVL	BWM-VL03	chemical	3
SMBVL	BWM-VL04	chemical	1
SMBVL	BWM-VL05	chemical	2
SMBVL	BWM-VL07	chemical	1
SMBVL	CEPVL	chemical	1
SMBVL	RMDVR	chemical	1
SMBVL	RMEV	chemical	2
SMBVL	SAADL	chemical	6
SMBVR	BWM-VR01	chemical	2
SMBVR	BWM-VR02	chemical	1
SMBVR	BWM-VR03	chemical	2
SMBVR	BWM-VR04	chemical	1
SMBVR	RMEV	chemical	1
SMBVR	SAADR	chemical	5
SMDDL	BWM-DL01	chemical	1
SMDDL	BWM-DR01	chemical	1
SMDDL	BWM-DR03	chemical	2
SMDDL	RIAL	chemical	4
SMDDL	RIAR	chemical	4
SMDDL	SMDDR	electrical	1
SMDDL	SMDVR	chemical	3
SMDDR	BWM-DL01	chemical	1
SMDDR	BWM-DL03	chemical	1
SMDDR	BWM-DL04	chemical	1
SMDDR	RIAL	chemical	3
SMDDR	RIAR	chemical	4
SMDDR	RMDL	chemical	1
SMDDR	SMDVL	chemical	2
SMDVL	BWM-VR01	chemical	1
SMDVL	BWM-VR03	chemical	1
SMDVL	RIAL	chemical	4
SMDVL	RIAR	chemical	5
SMDVL	SMDDR	chemical	2
SMDVL	SMDVR	electrical	1
SMDVR	BWM-VL01	chemical	1
SMDVR	BWM-VL03	chemical	1
SMDVR	BWM-VR01	chemical	1
SMDVR	BWM-VR03	chemical	1
SMDVR	RIAL	chemical	6
SMDVR	RIAR	chemical	5
SMDVR	RMDDL	chemical	1
SMDVR	SMDDL	chemical	4
URADL	BWM-DL01	chemical	4
URADL	BWM-DL02	chemical	1
URADL	IL1DL	chemical	2
URADL	IL1L	chemical	1
URADL	RIPL	chemical	3
URADL	RMDVL	chemical	1
URADL	RMEL	chemical	1
URADR	BWM-DR01	chemical	4
URADR	BWM-DR02	chemical	2
URADR	IL1DR	chemical	2
URADR	RIPR	chemical	3
URADR	RMED	chemical	2
URADR	RMER	chemical	2
URAVL	BWM-VL01	chemical	5
URAVL	BWM-VL02	chemical	6
URAVL	RIPL	chemical	6
URAVL	RMEL	chemical	1
URAVL	RMEV	chemical	1
URAVR	BWM-VR01	chemical	3
URAVR	BWM-VR02	chemical	3
URAVR	IL1R	chemical	1
URAVR	RIPR	chemical	4
URAVR	RMER	chemical	2
URAVR	RMEV	chemical	2
URBL	ADAL	chemical	1
URBL	BWM-DL04	chemical	2
URBL	BWM-DL06	chemical	1
URBL	CEPDL	chemical	2
URBL	CEPVL	chemical	1
URBL	IL1L	chemical	2
URBL	PVR	chemical	1
URBL	RICL	chemical	1
URBL	RICR	chemical	1
URBL	RMDR	chemical	1
URBL	URXL	chemical	4
URBR	BWM-DR04	chemical	1
URBR	BWM-VR04	chemical	1
URBR	CEPDR	chemical	1
URBR	IL1R	chemical	2
URBR	RICL	chemical	1
URBR	RICR	chemical	1
URBR	URXR	chemical	4
URXL	AUAL	chemical	4
URXL	AVEL	chemical	1
URXL	RIAL	chemical	7
URXL	RICL	chemical	1
URXL	RIGL	chemical	6
URXL	RIR	chemical	4
URXL	RMGL	chemical	1
URXR	AUAR	chemical	2
URXR	AVER	chemical	2
URXR	IL2R	chemical	1
URXR	RIAR	chemical	8
URXR	RICL	chemical	2
URXR	RICR	chemical	1
URXR	RIGR	chemical	2
URXR	RIR	chemical	3
URXR	RMGR	chemical	1
URYDL	AVER	chemical	4
URYDL	RIBL	chemical	1
URYDL	RMDDR	chemical	1
URYDL	RMDVL	chemical	2
URYDL	SMDDR	chemical	3
URYDR	AVEL	chemical	1
URYDR	RIBR	chemical	2
URYDR	RMDDL	chemical	1
URYDR	RMDVR	chemical	1
URYDR	SMDDL	chemical	3
URYVL	AVER	chemical	4
URYVL	RIBL	chemical	2
URYVL	RMDDL	chemical	3
URYVL	RMDVR	chemical	1
URYVL	SMDVR	chemical	2
URYVR	AVEL	chemical	3
URYVR	CEPshVR	chemical	1
URYVR	RIBR	chemical	3
URYVR	RMDDR	chemical	3
URYVR	RMDVL	chemical	2
URYVR	SMDVL	chemical	2
