pre	post	type	synapses
RMDDL	RMDDR	electrical	1
RMDDL	RMDVL	electrical	1
RMDDL	RMDVR	chemical	6
RMDDL	SAADL	electrical	1
RMDDR	BWM-DL01	chemical	2
RMDDR	BWM-DL02	chemical	3
RMDDR	BWM-DL03	chemical	2
RMDDR	BWM-DL04	chemical	2
RMDDR	BWM-DL05	chemical	1
RMDDR	RMDVL	chemical	6
RMDDR	RMDVR	electrical	1
RMDL	AVEL	chemical	1
RMDL	BWM-DR04	chemical	1
RMDL	BWM-VR02	chemical	2
RMDL	BWM-VR04	chemical	2
RMDL	IL1R	chemical	2
RMDL	IL2R	chemical	1
RMDL	OLLR	chemical	1
RMDL	RIAL	chemical	2
RMDL	RIAR	chemical	4
RMDL	RMDDR	chemical	2
RMDL	RMDR	chemical	5
RMDL	RMDVL	electrical	1
RMDR	BWM-DL02	chemical	2
RMDR	BWM-DL04	chemical	2
RMDR	BWM-VL02	chemical	2
RMDR	BWM-VL04	chemical	1
RMDR	CEPVL	chemical	1
RMDR	IL1L	chemical	2
RMDR	IL2L	chemical	1
RMDR	OLLL	chemical	1
RMDR	RIAL	chemical	3
RMDR	RIAR	chemical	3
RMDR	RMDDL	chemical	2
RMDR	RMDDR	chemical	1
RMDR	RMDL	chemical	7
RMDR	RMDVL	chemical	1
RMDR	RMGL	chemical	2
RMDVL	BWM-VR01	chemical	3
RMDVL	BWM-VR02	chemical	5
RMDVL	BWM-VR03	chemical	3
RMDVL	BWM-VR04	chemical	2
RMDVL	BWM-VR05	chemical	1
RMDVL	GLRVL	chemical	1
RMDVL	RMDDR	chemical	6
RMDVL	SAAVL	electrical	2
RMDVR	BWM-VL01	chemical	2
RMDVR	BWM-VL02	chemical	2
RMDVR	BWM-VL03	chemical	2
RMDVR	BWM-VL04	chemical	1
RMDVR	GLRVL	chemical	1
RMDVR	RMDDL	chemical	5
RMDVR	SAAVR	electrical	2
RMED	BWM-VL01	chemical	3
RMED	BWM-VL03	chemical	1
RMED	BWM-VR01	chemical	3
RMED	RMDVL	chemical	4
RMED	RMDVR	chemical	4
RMED	RMER	chemical	1
RMED	RMEV	chemical	2
RMED	SMDDL	chemical	2
RMED	SMDDR	chemical	1
RMEL	BWM-DR02	chemical	5
RMEL	BWM-VR02	chemical	5
RMER	BWM-DL02	chemical	7
RMER	BWM-VL02	chemical	7
RMER	GLRVL	chemical	1
RMER	IL1L	chemical	1
RMEV	BWM-DL01	chemical	3
RMEV	BWM-DL03	chemical	3
RMEV	BWM-DR01	chemical	6
RMEV	BWM-DR03	chemical	2
RMEV	CEPDL	chemical	1
RMEV	RMDDL	chemical	2
RMEV	RMDDR	chemical	1
RMEV	RMED	chemical	1
RMEV	SMDVL	chemical	2
RMEV	SMDVR	chemical	1
RMGL	BWM-DL06	chemical	1
RMGL	RIAR	chemical	1
RMGL	RMDL	chemical	2
RMGL	RMDR	chemical	3
RMGL	RMDVL	chemical	2
RMGL	RMDVR	chemical	1
RMGR	AVKR	chemical	1
RMGR	BWM-VR06	chemical	1
RMGR	RMDL	chemical	2
RMGR	RMDR	chemical	1
RMGR	RMDVR	chemical	2
SAADL	AVAL	chemical	2
SAADL	RIML	chemical	3
SAADL	RIMR	chemical	2
SAADL	SMDVR	chemical	3
SAADR	AVAR	chemical	2
SAADR	RIML	chemical	2
SAADR	RIMR	chemical	4
SAADR	SMDVL	chemical	3
SAAVL	AVAL	chemical	3
SAAVL	AVBL	chemical	1
SAAVL	OLLR	chemical	1
SAAVL	RIGR	chemical	1
SAAVL	RIML	chemical	2
SAAVL	RIMR	chemical	4
SAAVL	SMDDR	chemical	1
SAAVR	AVAR	chemical	3
SAAVR	RIML	chemical	3
SAAVR	SMDDL	chemical	1
SMBDL	ADAR	chemical	1
SMBDL	AVBR	chemical	1
SMBDL	BWM-DR01	chemical	2
SMBDL	BWM-DR02	chemical	1
SMBDL	BWM-DR03	chemical	3
SMBDL	BWM-DR04	chemical	1
SMBDL	BWM-DR05	chemical	2
SMBDL	BWM-DR08	chemical	1
SMBDL	RMED	chemical	3
SMBDL	SAAVR	chemical	2
SMBDL	SIBDL	chemical	1
SMBDL	SMDDL	chemical	1
SMBDR	BWM-DL01	chemical	1
SMBDR	BWM-DL02	chemical	1
SMBDR	BWM-DL03	chemical	2
SMBDR	BWM-DL04	chemical	2
SMBDR	BWM-DL05	chemical	1
SMBDR	BWM-DL08	chemical	1
SMBDR	GLRDL	chemical	2
SMBDR	RMED	chemical	2
SMBDR	SAAVL	chemical	2
SMBVL	BWM-VL01	chemical	2
SMBVL	BWM-VL02	chemical	2
SMBVL	BWM-VL03	chemical	2
SMBVL	BWM-VL04	chemical	2
SMBVL	BWM-VL05	chemical	1
SMBVL	RMDVL	chemical	2
SMBVL	RMEV	chemical	1
SMBVL	SAADL	chemical	3
SMBVR	BWM-VR01	chemical	1
SMBVR	BWM-VR02	chemical	1
SMBVR	BWM-VR03	chemical	4
SMBVR	BWM-VR04	chemical	1
SMBVR	BWM-VR05	chemical	1
SMBVR	BWM-VR07	chemical	1
SMBVR	GLRL	chemical	1
SMBVR	RMEV	chemical	4
SMBVR	SAADR	chemical	2
SMDDL	BWM-DL03	chemical	1
SMDDL	BWM-DR01	chemical	1
SMDDL	BWM-DR03	chemical	1
SMDDL	RIAL	chemical	5
SMDDL	RIAR	chemical	2
SMDDL	RMDR	chemical	1
SMDDL	RMEV	chemical	1
SMDDL	SMDDR	electrical	1
SMDDL	SMDVR	chemical	3
SMDDR	BWM-DL03	chemical	2
SMDDR	BWM-DL05	chemical	2
SMDDR	BWM-DR01	chemical	1
SMDDR	CEPDL	chemical	1
SMDDR	RIAL	chemical	3
SMDDR	RIAR	chemical	2
SMDDR	RMDVL	chemical	1
SMDDR	RMED	chemical	1
SMDDR	SMDVL	chemical	3
SMDVL	BWM-VR01	chemical	1
SMDVL	BWM-VR03	chemical	1
SMDVL	RIAL	chemical	2
SMDVL	RIAR	chemical	3
SMDVL	SMDDR	chemical	2
SMDVR	BWM-VL01	chemical	1
SMDVR	BWM-VL03	chemical	1
SMDVR	RIAL	chemical	2
SMDVR	RIAR	chemical	2
SMDVR	SMDDL	chemical	1
URADL	BWM-DL01	chemical	3
URADL	BWM-DL02	chemical	4
URADL	RIPL	chemical	3
URADL	RMED	chemical	1
URADL	RMEL	chemical	2
URADR	BWM-DR01	chemical	2
URADR	BWM-DR02	chemical	2
URADR	IL1DR	chemical	2
URADR	RIPR	chemical	2
URADR	RMED	chemical	1
URADR	RMER	chemical	3
URAVL	BWM-VL01	chemical	2
URAVL	BWM-VL02	chemical	4
URAVL	RIPL	chemical	3
URAVL	RMEL	chemical	1
URAVL	RMEV	chemical	1
URAVR	BWM-VR01	chemical	2
URAVR	BWM-VR02	chemical	1
URAVR	RIPR	chemical	2
URAVR	RMER	chemical	2
URBL	ADAL	chemical	1
URBL	CEPDL	chemical	1
URBL	CEPshDL	chemical	1
URBL	IL1L	chemical	2
URBL	URXL	chemical	3
URBR	BWM-DR04	chemical	1
URBR	CEPDR	chemical	1
URBR	CEPVR	chemical	1
URBR	IL1R	chemical	3
URBR	IL2R	chemical	1
URBR	RICR	chemical	1
URBR	URXR	chemical	1
URXL	ADAL	chemical	1
URXL	AUAL	chemical	5
URXL	AVHR	chemical	1
URXL	PVPL	chemical	1
URXL	RIAL	chemical	6
URXL	RICL	chemical	1
URXL	RIGL	chemical	1
URXL	RIR	chemical	2
URXR	AUAR	chemical	4
URXR	AVBL	chemical	1
URXR	RIAR	chemical	6
URXR	RIGR	chemical	2
URXR	RIR	chemical	2
URYDL	AVER	chemical	5
URYDL	RIBL	chemical	2
URYDL	RMDDR	chemical	1
URYDL	RMDVL	chemical	3
URYDL	SMDDR	chemical	3
URYDR	AVEL	chemical	2
URYDR	RIBR	chemical	1
URYDR	RMDDL	chemical	1
URYDR	RMDVR	chemical	1
URYDR	SMDDL	chemical	3
URYVL	AVER	chemical	2
URYVL	RMDDL	chemical	2
URYVL	RMDVR	chemical	1
URYVL	SMDVR	chemical	1
URYVR	AVEL	chemical	2
URYVR	RIBR	chemical	1
URYVR	RMDDR	chemical	2
URYVR	RMDVL	chemical	1
URYVR	SMDVL	chemical	2
